CNN,Training image count,Noise addition,Label count,Epoch count,Loss,Accuracy
Fashion-MNIST,40000,1,5,28,0.0209,0.9934
Fashion-MNIST,40000,1,5,29,0.0222,0.9929
Fashion-MNIST,40000,1,5,30,0.0203,0.9939
Fashion-MNIST,40000,1,5,31,0.0233,0.992
Fashion-MNIST,40000,1,5,32,0.0199,0.994
Fashion-MNIST,40000,1,5,33,0.0206,0.9929
Fashion-MNIST,40000,1,5,34,0.019,0.9935
Fashion-MNIST,40000,1,5,35,0.0197,0.9943
Fashion-MNIST,40000,1,5,36,0.0189,0.9927
Fashion-MNIST,40000,1,5,37,0.0221,0.9924
Fashion-MNIST,40000,1,5,38,0.0219,0.9921
Fashion-MNIST,40000,1,5,39,0.0188,0.9936
Fashion-MNIST,40000,1,5,40,0.0194,0.9939
Fashion-MNIST,40000,1,5,41,0.0179,0.9944
Fashion-MNIST,40000,1,5,42,0.0189,0.9934
Fashion-MNIST,40000,1,5,43,0.0194,0.9939
Fashion-MNIST,40000,1,5,44,0.0179,0.9939
Fashion-MNIST,40000,1,5,45,0.0162,0.9948
Fashion-MNIST,40000,1,5,46,0.0166,0.9948
Fashion-MNIST,40000,1,5,47,0.0179,0.9946
Fashion-MNIST,40000,1,5,48,0.0213,0.9928
Fashion-MNIST,40000,1,5,49,0.0149,0.9953
Fashion-MNIST,40000,1,5,50,0.0174,0.9948
Fashion-MNIST,40000,1,5,51,0.0173,0.9948
Fashion-MNIST,40000,1,5,52,0.0189,0.9941
Fashion-MNIST,40000,1,5,53,0.0209,0.9937
Fashion-MNIST,40000,1,5,54,0.0174,0.9948
Fashion-MNIST,40000,1,5,55,0.0167,0.9946
Fashion-MNIST,40000,1,5,56,0.015,0.9952
Fashion-MNIST,40000,1,5,57,0.015,0.9948
Fashion-MNIST,40000,1,5,58,0.0149,0.9947
Fashion-MNIST,40000,1,5,59,0.0149,0.9952
Fashion-MNIST,40000,1,5,60,0.0162,0.9948
Fashion-MNIST,40000,1,5,61,0.0167,0.9944
Fashion-MNIST,40000,1,5,62,0.0138,0.996
Fashion-MNIST,40000,1,5,63,0.0132,0.9956
Fashion-MNIST,40000,1,5,64,0.0155,0.995
Fashion-MNIST,40000,1,5,65,0.0167,0.9951
Fashion-MNIST,40000,1,5,66,0.0168,0.9947
Fashion-MNIST,40000,1,5,67,0.0158,0.9952
Fashion-MNIST,40000,1,5,68,0.0169,0.9949
Fashion-MNIST,40000,1,5,69,0.0141,0.9957
Fashion-MNIST,40000,1,5,70,0.0142,0.9954
Fashion-MNIST,40000,1,5,71,0.0153,0.9951
Fashion-MNIST,40000,1,5,72,0.0179,0.9946
Fashion-MNIST,40000,1,5,73,0.0186,0.9936
Fashion-MNIST,40000,1,5,74,0.0145,0.9947
Fashion-MNIST,40000,1,5,75,0.0147,0.9951
Fashion-MNIST,40000,1,5,76,0.0157,0.995
Fashion-MNIST,40000,1,5,77,0.0165,0.9945
Fashion-MNIST,40000,1,5,78,0.0174,0.9942
Fashion-MNIST,40000,1,5,79,0.0141,0.995
Fashion-MNIST,40000,1,5,80,0.0194,0.9937
Fashion-MNIST,40000,1,5,81,0.0162,0.9949
Fashion-MNIST,40000,1,5,82,0.0139,0.9953
Fashion-MNIST,40000,1,5,83,0.0168,0.9948
Fashion-MNIST,40000,1,5,84,0.0172,0.994
Fashion-MNIST,40000,1,5,85,0.0152,0.9951
Fashion-MNIST,40000,1,5,86,0.0167,0.9947
Fashion-MNIST,40000,1,5,87,0.0186,0.9941
Fashion-MNIST,40000,1,5,88,0.0162,0.9947
Fashion-MNIST,40000,1,5,89,0.0135,0.9961
Fashion-MNIST,40000,1,5,90,0.0152,0.9948
Fashion-MNIST,40000,1,5,91,0.0162,0.9949
Fashion-MNIST,40000,1,5,92,0.0163,0.9943
Fashion-MNIST,40000,1,5,93,0.0161,0.9945
Fashion-MNIST,40000,1,5,94,0.0133,0.9961
Fashion-MNIST,40000,1,5,95,0.0144,0.9953
Fashion-MNIST,40000,1,5,96,0.0162,0.9949
Fashion-MNIST,40000,1,5,97,0.0153,0.9944
Fashion-MNIST,40000,1,5,98,0.0155,0.9949
Fashion-MNIST,40000,1,5,99,0.0153,0.9948
Fashion-MNIST,40000,1,5,100,0.0147,0.9956
Fashion-MNIST,40000,2,2,1,0.006,0.9998
Fashion-MNIST,40000,2,2,2,0.0046,0.9987
Fashion-MNIST,40000,2,2,3,0.0018,0.9995
Fashion-MNIST,40000,2,2,4,0.001,0.9999
Fashion-MNIST,40000,2,2,5,1.47E-04,1
Fashion-MNIST,40000,2,2,6,1.79E-04,0.9999
Fashion-MNIST,40000,2,2,7,9.15E-06,1
Fashion-MNIST,40000,2,2,8,1.04E-04,1
Fashion-MNIST,40000,2,2,9,1.91E-05,1
Fashion-MNIST,40000,2,2,10,3.42E-07,1
Fashion-MNIST,40000,2,2,11,8.94E-07,1
Fashion-MNIST,40000,2,2,12,1.48E-06,1
Fashion-MNIST,40000,2,2,13,7.12E-07,1
Fashion-MNIST,40000,2,2,14,3.82E-07,1
Fashion-MNIST,40000,2,2,15,3.09E-06,1
Fashion-MNIST,40000,2,2,16,2.04E-07,1
Fashion-MNIST,40000,2,2,17,3.68E-07,1
Fashion-MNIST,40000,2,2,18,2.77E-08,1
Fashion-MNIST,40000,2,2,19,1.21E-06,1
Fashion-MNIST,40000,2,2,20,3.37E-05,1
Fashion-MNIST,40000,2,2,21,9.59E-08,1
Fashion-MNIST,40000,2,2,22,9.58E-07,1
Fashion-MNIST,40000,2,2,23,6.55E-08,1
Fashion-MNIST,40000,2,2,24,6.08E-07,1
Fashion-MNIST,40000,2,2,25,1.76E-05,1
Fashion-MNIST,40000,2,2,26,5.87E-09,1
Fashion-MNIST,40000,2,2,27,1.19E-10,1
Fashion-MNIST,40000,2,2,28,2.50E-10,1
Fashion-MNIST,40000,2,2,29,1.07E-10,1
Fashion-MNIST,40000,2,2,30,3.23E-06,1
Fashion-MNIST,40000,2,2,31,4.89E-07,1
Fashion-MNIST,40000,2,2,32,1.63E-08,1
Fashion-MNIST,40000,2,2,33,1.79E-09,1
Fashion-MNIST,40000,2,2,34,4.77E-10,1
Fashion-MNIST,40000,2,2,35,1.55E-10,1
Fashion-MNIST,40000,2,2,36,1.28E-09,1
Fashion-MNIST,40000,2,2,37,3.70E-10,1
Fashion-MNIST,40000,2,2,38,9.68E-08,1
Fashion-MNIST,40000,2,2,39,5.46E-09,1
Fashion-MNIST,40000,2,2,40,2.98E-10,1
Fashion-MNIST,40000,2,2,41,2.86E-10,1
Fashion-MNIST,40000,2,2,42,2.15E-09,1
Fashion-MNIST,40000,2,2,43,0.00E+00,1
Fashion-MNIST,40000,2,2,44,5.60E-10,1
Fashion-MNIST,40000,2,2,45,3.11E-09,1
Fashion-MNIST,40000,2,2,46,2.38E-11,1
Fashion-MNIST,40000,2,2,47,5.96E-11,1
Fashion-MNIST,40000,2,2,48,2.38E-11,1
Fashion-MNIST,40000,2,2,49,1.44E-08,1
Fashion-MNIST,40000,2,2,50,4.83E-07,1
Fashion-MNIST,40000,2,2,51,4.29E-10,1
Fashion-MNIST,40000,2,2,52,1.67E-10,1
Fashion-MNIST,40000,2,2,53,4.89E-10,1
Fashion-MNIST,40000,2,2,54,1.19E-11,1
Fashion-MNIST,40000,2,2,55,2.38E-11,1
Fashion-MNIST,40000,2,2,56,1.19E-11,1
Fashion-MNIST,40000,2,2,57,5.01E-10,1
Fashion-MNIST,40000,2,2,58,0.00E+00,1
Fashion-MNIST,40000,2,2,59,1.86E-09,1
Fashion-MNIST,40000,2,2,60,0.00E+00,1
Fashion-MNIST,40000,2,2,61,0.00E+00,1
Fashion-MNIST,40000,2,2,62,0.00E+00,1
Fashion-MNIST,40000,2,2,63,0.00E+00,1
Fashion-MNIST,40000,2,2,64,1.15E-07,1
Fashion-MNIST,40000,2,2,65,0.00E+00,1
Fashion-MNIST,40000,2,2,66,0.00E+00,1
Fashion-MNIST,40000,2,2,67,0.00E+00,1
Fashion-MNIST,40000,2,2,68,0.00E+00,1
Fashion-MNIST,40000,2,2,69,0.00E+00,1
Fashion-MNIST,40000,2,2,70,0.00E+00,1
Fashion-MNIST,40000,2,2,71,0.00E+00,1
Fashion-MNIST,40000,2,2,72,0.00E+00,1
Fashion-MNIST,40000,2,2,73,0.00E+00,1
Fashion-MNIST,40000,2,2,74,0.00E+00,1
Fashion-MNIST,40000,2,2,75,0.00E+00,1
Fashion-MNIST,40000,2,2,76,0.00E+00,1
Fashion-MNIST,40000,2,2,77,0.00E+00,1
Fashion-MNIST,40000,2,2,78,0.00E+00,1
Fashion-MNIST,40000,2,2,79,7.15E-11,1
Fashion-MNIST,40000,2,2,80,0.00E+00,1
Fashion-MNIST,40000,2,2,81,0.00E+00,1
Fashion-MNIST,40000,2,2,82,0.00E+00,1
Fashion-MNIST,40000,2,2,83,0.00E+00,1
Fashion-MNIST,40000,2,2,84,0.00E+00,1
Fashion-MNIST,40000,2,2,85,0.00E+00,1
Fashion-MNIST,40000,2,2,86,0.00E+00,1
Fashion-MNIST,40000,2,2,87,0.00E+00,1
Fashion-MNIST,40000,2,2,88,0.00E+00,1
Fashion-MNIST,40000,2,2,89,0.00E+00,1
Fashion-MNIST,40000,2,2,90,0.00E+00,1
Fashion-MNIST,40000,2,2,91,0.00E+00,1
Fashion-MNIST,40000,2,2,92,0.00E+00,1
Fashion-MNIST,40000,2,2,93,0.00E+00,1
Fashion-MNIST,40000,2,2,94,0.00E+00,1
Fashion-MNIST,40000,2,2,95,0.00E+00,1
Fashion-MNIST,40000,2,2,96,0.00E+00,1
Fashion-MNIST,40000,2,2,97,0.00E+00,1
Fashion-MNIST,40000,2,2,98,0.00E+00,1
Fashion-MNIST,40000,2,2,99,0.00E+00,1
Fashion-MNIST,40000,2,2,100,0.00E+00,1
Fashion-MNIST,40000,2,3,1,0.2095,0.9337
Fashion-MNIST,40000,2,3,2,0.0266,0.9926
Fashion-MNIST,40000,2,3,3,0.0134,0.9959
Fashion-MNIST,40000,2,3,4,0.005,0.9991
Fashion-MNIST,40000,2,3,5,0.004,0.9989
Fashion-MNIST,40000,2,3,6,0.0033,0.9991
Fashion-MNIST,40000,2,3,7,0.0023,0.9993
Fashion-MNIST,40000,2,3,8,0.0025,0.9994
Fashion-MNIST,40000,2,3,9,0.0024,0.9993
Fashion-MNIST,40000,2,3,10,0.0023,0.9991
Fashion-MNIST,40000,2,3,11,0.001,0.9996
Fashion-MNIST,40000,2,3,12,0.002,0.9994
Fashion-MNIST,40000,2,3,13,0.0019,0.9992
Fashion-MNIST,40000,2,3,14,6.60E-04,0.9998
Fashion-MNIST,40000,2,3,15,8.55E-04,0.9995
Fashion-MNIST,40000,2,3,16,8.37E-04,0.9997
Fashion-MNIST,40000,2,3,17,3.28E-04,0.9999
Fashion-MNIST,40000,2,3,18,8.42E-04,0.9997
Fashion-MNIST,40000,2,3,19,4.73E-04,0.9998
Fashion-MNIST,40000,2,3,20,1.91E-04,0.9999
Fashion-MNIST,40000,2,3,21,1.68E-04,1
Fashion-MNIST,40000,2,3,22,2.69E-04,0.9999
Fashion-MNIST,40000,2,3,23,2.27E-04,0.9999
Fashion-MNIST,40000,2,3,24,6.45E-05,1
Fashion-MNIST,40000,2,3,25,2.36E-04,0.9998
Fashion-MNIST,40000,2,3,26,7.47E-04,0.9998
Fashion-MNIST,40000,2,3,27,2.80E-04,0.9998
Fashion-MNIST,40000,2,3,28,1.42E-04,1
Fashion-MNIST,40000,2,3,29,3.11E-04,0.9999
Fashion-MNIST,40000,2,3,30,8.34E-05,1
Fashion-MNIST,40000,2,3,31,8.37E-05,1
Fashion-MNIST,40000,2,3,32,2.75E-04,1
Fashion-MNIST,40000,2,3,33,5.29E-05,1
Fashion-MNIST,40000,2,3,34,2.66E-04,0.9999
Fashion-MNIST,40000,2,3,35,3.90E-04,0.9998
Fashion-MNIST,40000,2,3,36,5.70E-05,1
Fashion-MNIST,40000,2,3,37,6.97E-05,1
Fashion-MNIST,40000,2,3,38,1.43E-04,0.9999
Fashion-MNIST,40000,2,3,39,5.00E-05,1
Fashion-MNIST,40000,2,3,40,2.99E-05,1
Fashion-MNIST,40000,2,3,41,2.08E-05,1
Fashion-MNIST,40000,2,3,42,7.23E-05,1
Fashion-MNIST,40000,2,3,43,3.41E-05,1
Fashion-MNIST,40000,2,3,44,2.76E-05,1
Fashion-MNIST,40000,2,3,45,6.89E-04,0.9997
Fashion-MNIST,40000,2,3,46,3.73E-05,1
Fashion-MNIST,40000,2,3,47,1.06E-05,1
Fashion-MNIST,40000,2,3,48,4.74E-06,1
Fashion-MNIST,40000,2,3,49,2.06E-04,0.9999
Fashion-MNIST,40000,2,3,50,1.55E-05,1
Fashion-MNIST,40000,2,3,51,1.99E-04,0.9999
Fashion-MNIST,40000,2,3,52,2.42E-04,0.9999
Fashion-MNIST,40000,2,3,53,3.81E-05,1
Fashion-MNIST,40000,2,3,54,5.05E-05,1
Fashion-MNIST,40000,2,3,55,3.22E-05,1
Fashion-MNIST,40000,2,3,56,8.21E-06,1
Fashion-MNIST,40000,2,3,57,1.96E-05,1
Fashion-MNIST,40000,2,3,58,2.06E-05,1
Fashion-MNIST,40000,2,3,59,1.28E-05,1
Fashion-MNIST,40000,2,3,60,5.50E-05,1
Fashion-MNIST,40000,2,3,61,1.10E-06,1
Fashion-MNIST,40000,2,3,62,1.32E-05,1
Fashion-MNIST,40000,2,3,63,4.08E-06,1
Fashion-MNIST,40000,2,3,64,0.001,0.9998
Fashion-MNIST,40000,2,3,65,8.61E-06,1
Fashion-MNIST,40000,2,3,66,9.89E-06,1
Fashion-MNIST,40000,2,3,67,2.54E-05,1
Fashion-MNIST,40000,2,3,68,2.05E-05,1
Fashion-MNIST,40000,2,3,69,6.53E-05,1
Fashion-MNIST,40000,2,3,70,3.01E-04,0.9999
Fashion-MNIST,40000,2,3,71,1.73E-04,0.9999
Fashion-MNIST,40000,2,3,72,1.13E-04,0.9999
Fashion-MNIST,40000,2,3,73,1.50E-06,1
Fashion-MNIST,40000,2,3,74,3.53E-07,1
Fashion-MNIST,40000,2,3,75,3.01E-06,1
Fashion-MNIST,40000,2,3,76,1.46E-06,1
Fashion-MNIST,40000,2,3,77,5.95E-06,1
Fashion-MNIST,40000,2,3,78,4.24E-06,1
Fashion-MNIST,40000,2,3,79,2.09E-05,1
Fashion-MNIST,40000,2,3,80,3.90E-06,1
Fashion-MNIST,40000,2,3,81,8.72E-06,1
Fashion-MNIST,40000,2,3,82,1.34E-04,0.9999
Fashion-MNIST,40000,2,3,83,8.19E-05,1
Fashion-MNIST,40000,2,3,84,5.25E-05,1
Fashion-MNIST,40000,2,3,85,2.79E-06,1
Fashion-MNIST,40000,2,3,86,5.96E-05,1
Fashion-MNIST,40000,2,3,87,2.23E-05,1
Fashion-MNIST,40000,2,3,88,1.12E-05,1
Fashion-MNIST,40000,2,3,89,4.20E-04,0.9999
Fashion-MNIST,40000,2,3,90,5.76E-04,0.9998
Fashion-MNIST,40000,2,3,91,1.09E-05,1
Fashion-MNIST,40000,2,3,92,1.68E-06,1
Fashion-MNIST,40000,2,3,93,2.52E-05,1
Fashion-MNIST,40000,2,3,94,3.39E-06,1
Fashion-MNIST,40000,2,3,95,2.83E-06,1
Fashion-MNIST,40000,2,3,96,7.02E-05,1
Fashion-MNIST,40000,2,3,97,9.33E-06,1
Fashion-MNIST,40000,2,3,98,3.20E-06,1
Fashion-MNIST,40000,2,3,99,5.59E-05,1
Fashion-MNIST,40000,2,3,100,9.29E-07,1
Fashion-MNIST,40000,2,4,1,0.5885,0.7589
Fashion-MNIST,40000,2,4,2,0.1397,0.9559
Fashion-MNIST,40000,2,4,3,0.0622,0.9839
Fashion-MNIST,40000,2,4,4,0.0403,0.9914
Fashion-MNIST,40000,2,4,5,0.0245,0.9937
Fashion-MNIST,40000,2,4,6,0.0168,0.9967
Fashion-MNIST,40000,2,4,7,0.0119,0.9964
Fashion-MNIST,40000,2,4,8,0.0109,0.997
Fashion-MNIST,40000,2,4,9,0.0092,0.9972
Fashion-MNIST,40000,2,4,10,0.0065,0.9979
Fashion-MNIST,40000,2,4,11,0.0077,0.9975
Fashion-MNIST,40000,2,4,12,0.0063,0.9979
Fashion-MNIST,40000,2,4,13,0.0063,0.998
Fashion-MNIST,40000,2,4,14,0.0044,0.9985
Fashion-MNIST,40000,2,4,15,0.0044,0.9985
Fashion-MNIST,40000,2,4,16,0.0047,0.9984
Fashion-MNIST,40000,2,4,17,0.0025,0.999
Fashion-MNIST,40000,2,4,18,0.0055,0.9981
Fashion-MNIST,40000,2,4,19,0.0029,0.9988
Fashion-MNIST,40000,2,4,20,0.0046,0.9983
Fashion-MNIST,40000,2,4,21,0.0034,0.9989
Fashion-MNIST,40000,2,4,22,0.0033,0.9992
Fashion-MNIST,40000,2,4,23,0.0021,0.9994
Fashion-MNIST,40000,2,4,24,0.0026,0.9992
Fashion-MNIST,40000,2,4,25,0.0029,0.9988
Fashion-MNIST,40000,2,4,26,0.0033,0.999
Fashion-MNIST,40000,2,4,27,0.0043,0.9981
Fashion-MNIST,40000,2,4,28,0.0035,0.9983
Fashion-MNIST,40000,2,4,29,0.0023,0.999
Fashion-MNIST,40000,2,4,30,0.0031,0.999
Fashion-MNIST,40000,2,4,31,0.0016,0.9995
Fashion-MNIST,40000,2,4,32,0.0052,0.9982
Fashion-MNIST,40000,2,4,33,0.0022,0.9994
Fashion-MNIST,40000,2,4,34,0.0022,0.9993
Fashion-MNIST,40000,2,4,35,0.0022,0.9993
Fashion-MNIST,40000,2,4,36,0.002,0.9992
Fashion-MNIST,40000,2,4,37,0.0022,0.9992
Fashion-MNIST,40000,2,4,38,0.0014,0.9996
Fashion-MNIST,40000,2,4,39,0.0024,0.9992
Fashion-MNIST,40000,2,4,40,0.0016,0.9995
Fashion-MNIST,40000,2,4,41,0.0017,0.9994
Fashion-MNIST,40000,2,4,42,0.0029,0.9991
Fashion-MNIST,40000,2,4,43,0.0026,0.999
Fashion-MNIST,40000,2,4,44,0.0031,0.999
Fashion-MNIST,40000,2,4,45,0.0026,0.9991
Fashion-MNIST,40000,2,4,46,0.0013,0.9996
Fashion-MNIST,40000,2,4,47,0.0019,0.9994
Fashion-MNIST,40000,2,4,48,0.001,0.9996
Fashion-MNIST,40000,2,4,49,0.0016,0.9993
Fashion-MNIST,40000,2,4,50,0.0013,0.9995
Fashion-MNIST,40000,2,4,51,0.0028,0.9991
Fashion-MNIST,40000,2,4,52,0.0018,0.9995
Fashion-MNIST,40000,2,4,53,0.0021,0.9993
Fashion-MNIST,40000,2,4,54,0.0011,0.9998
Fashion-MNIST,40000,2,4,55,0.0034,0.9991
Fashion-MNIST,40000,2,4,56,0.0028,0.9992
Fashion-MNIST,40000,2,4,57,0.0028,0.9992
Fashion-MNIST,40000,2,4,58,0.0023,0.9992
Fashion-MNIST,40000,2,4,59,0.0033,0.9992
Fashion-MNIST,40000,2,4,60,0.002,0.9994
Fashion-MNIST,40000,2,4,61,0.0021,0.9993
Fashion-MNIST,40000,2,4,62,0.0024,0.9992
Fashion-MNIST,40000,2,4,63,0.0036,0.9989
Fashion-MNIST,40000,2,4,64,0.0021,0.9993
Fashion-MNIST,40000,2,4,65,0.0018,0.9994
Fashion-MNIST,40000,2,4,66,0.0022,0.9991
Fashion-MNIST,40000,2,4,67,0.0041,0.9985
Fashion-MNIST,40000,2,4,68,0.0031,0.9988
Fashion-MNIST,40000,2,4,69,0.0018,0.9993
Fashion-MNIST,40000,2,4,70,0.0021,0.9994
Fashion-MNIST,40000,2,4,71,0.0014,0.9994
Fashion-MNIST,40000,2,4,72,0.0016,0.9993
Fashion-MNIST,40000,2,4,73,0.0013,0.9995
Fashion-MNIST,40000,2,4,74,0.0011,0.9998
Fashion-MNIST,40000,2,4,75,0.0017,0.9993
Fashion-MNIST,40000,2,4,76,0.0021,0.9991
Fashion-MNIST,40000,2,4,77,0.0011,0.9995
Fashion-MNIST,40000,2,4,78,0.0021,0.9993
Fashion-MNIST,40000,2,4,79,0.0027,0.9989
Fashion-MNIST,40000,2,4,80,0.0012,0.9995
Fashion-MNIST,40000,2,4,81,0.002,0.9991
Fashion-MNIST,40000,2,4,82,0.002,0.9994
Fashion-MNIST,40000,2,4,83,0.0041,0.9985
Fashion-MNIST,40000,2,4,84,0.0033,0.9987
Fashion-MNIST,40000,2,4,85,0.0024,0.9994
Fashion-MNIST,40000,2,4,86,0.0012,0.9995
Fashion-MNIST,40000,2,4,87,0.0021,0.9992
Fashion-MNIST,40000,2,4,88,0.001,0.9996
Fashion-MNIST,40000,2,4,89,8.62E-04,0.9997
Fashion-MNIST,40000,2,4,90,0.0025,0.9993
Fashion-MNIST,40000,2,4,91,7.85E-04,0.9998
Fashion-MNIST,40000,2,4,92,0.0012,0.9998
Fashion-MNIST,40000,2,4,93,0.0013,0.9997
Fashion-MNIST,40000,2,4,94,0.0015,0.9993
Fashion-MNIST,40000,2,4,95,0.0029,0.9989
Fashion-MNIST,40000,2,4,96,9.40E-04,0.9996
Fashion-MNIST,40000,2,4,97,0.0013,0.9997
Fashion-MNIST,40000,2,4,98,0.0017,0.9991
Fashion-MNIST,40000,2,4,99,0.0035,0.9991
Fashion-MNIST,40000,2,4,100,0.0018,0.9993
Fashion-MNIST,40000,2,5,1,0.8854,0.6204
Fashion-MNIST,40000,2,5,2,0.4243,0.8417
Fashion-MNIST,40000,2,5,3,0.2384,0.9342
Fashion-MNIST,40000,2,5,4,0.1607,0.957
Fashion-MNIST,40000,2,5,5,0.1104,0.972
Fashion-MNIST,40000,2,5,6,0.0844,0.9779
Fashion-MNIST,40000,2,5,7,0.0662,0.9831
Fashion-MNIST,40000,2,5,8,0.0568,0.9842
Fashion-MNIST,40000,2,5,9,0.053,0.9837
Fashion-MNIST,40000,2,5,10,0.0482,0.9858
Fashion-MNIST,40000,2,5,11,0.0462,0.9866
Fashion-MNIST,40000,2,5,12,0.0383,0.9888
Fashion-MNIST,40000,2,5,13,0.0383,0.9881
Fashion-MNIST,40000,2,5,14,0.0327,0.9901
Fashion-MNIST,40000,2,5,15,0.0326,0.9908
Fashion-MNIST,40000,2,5,16,0.0331,0.989
Fashion-MNIST,40000,2,5,17,0.0274,0.9905
Fashion-MNIST,40000,2,5,18,0.0293,0.9908
Fashion-MNIST,40000,2,5,19,0.0292,0.9911
Fashion-MNIST,40000,2,5,20,0.0304,0.9909
Fashion-MNIST,40000,2,5,21,0.0277,0.9911
Fashion-MNIST,40000,2,5,22,0.0246,0.9918
Fashion-MNIST,40000,2,5,23,0.0228,0.9929
Fashion-MNIST,40000,2,5,24,0.0246,0.9918
Fashion-MNIST,40000,2,5,25,0.0226,0.9929
Fashion-MNIST,40000,2,5,26,0.0239,0.992
Fashion-MNIST,40000,2,5,27,0.0246,0.9917
Fashion-MNIST,40000,2,5,28,0.0222,0.9936
Fashion-MNIST,40000,2,5,29,0.0197,0.9937
Fashion-MNIST,40000,2,5,30,0.0226,0.9926
Fashion-MNIST,40000,2,5,31,0.0241,0.9919
Fashion-MNIST,40000,2,5,32,0.0218,0.9924
Fashion-MNIST,40000,2,5,33,0.0191,0.9942
Fashion-MNIST,40000,2,5,34,0.0191,0.9938
Fashion-MNIST,40000,2,5,35,0.0204,0.993
Fashion-MNIST,40000,2,5,36,0.0183,0.9936
Fashion-MNIST,40000,2,5,37,0.0198,0.9939
Fashion-MNIST,40000,2,5,38,0.0176,0.9944
Fashion-MNIST,40000,2,5,39,0.0211,0.9933
Fashion-MNIST,40000,2,5,40,0.0227,0.9928
Fashion-MNIST,40000,2,5,41,0.0171,0.9939
Fashion-MNIST,40000,2,5,42,0.0182,0.9935
Fashion-MNIST,40000,2,5,43,0.0196,0.9941
Fashion-MNIST,40000,2,5,44,0.0169,0.9941
Fashion-MNIST,40000,2,5,45,0.0194,0.9934
Fashion-MNIST,40000,2,5,46,0.0214,0.9922
Fashion-MNIST,40000,2,5,47,0.0213,0.9931
Fashion-MNIST,40000,2,5,48,0.0209,0.9932
Fashion-MNIST,40000,2,5,49,0.0208,0.9932
Fashion-MNIST,40000,2,5,50,0.0204,0.9925
Fashion-MNIST,40000,2,5,51,0.02,0.9934
Fashion-MNIST,40000,2,5,52,0.0181,0.9933
Fashion-MNIST,40000,2,5,53,0.018,0.9936
Fashion-MNIST,40000,2,5,54,0.0178,0.9935
Fashion-MNIST,40000,2,5,55,0.0186,0.9934
Fashion-MNIST,40000,2,5,56,0.0228,0.9923
Fashion-MNIST,40000,2,5,57,0.0215,0.9914
Fashion-MNIST,40000,2,5,58,0.018,0.9941
Fashion-MNIST,40000,2,5,59,0.0205,0.9934
Fashion-MNIST,40000,2,5,60,0.0199,0.9939
Fashion-MNIST,40000,2,5,61,0.0204,0.9933
Fashion-MNIST,40000,2,5,62,0.0193,0.9935
Fashion-MNIST,40000,2,5,63,0.0186,0.9936
Fashion-MNIST,40000,2,5,64,0.0202,0.9935
Fashion-MNIST,40000,2,5,65,0.0181,0.9935
Fashion-MNIST,40000,2,5,66,0.0207,0.9928
Fashion-MNIST,40000,2,5,67,0.0192,0.9932
Fashion-MNIST,40000,2,5,68,0.0183,0.9938
Fashion-MNIST,40000,2,5,69,0.0199,0.9926
Fashion-MNIST,40000,2,5,70,0.0175,0.9939
Fashion-MNIST,40000,2,5,71,0.017,0.9943
Fashion-MNIST,40000,2,5,72,0.0196,0.9938
Fashion-MNIST,40000,2,5,73,0.0195,0.9942
Fashion-MNIST,40000,2,5,74,0.0193,0.994
Fashion-MNIST,40000,2,5,75,0.0169,0.9936
Fashion-MNIST,40000,2,5,76,0.0194,0.9939
Fashion-MNIST,40000,2,5,77,0.0159,0.9947
Fashion-MNIST,40000,2,5,78,0.0182,0.9934
Fashion-MNIST,40000,2,5,79,0.0164,0.9942
Fashion-MNIST,40000,2,5,80,0.0166,0.9933
Fashion-MNIST,40000,2,5,81,0.019,0.9931
Fashion-MNIST,40000,2,5,82,0.0152,0.9945
Fashion-MNIST,40000,2,5,83,0.0169,0.9939
Fashion-MNIST,40000,2,5,84,0.0164,0.9951
Fashion-MNIST,40000,2,5,85,0.0185,0.994
Fashion-MNIST,40000,2,5,86,0.0196,0.9932
Fashion-MNIST,40000,2,5,87,0.0195,0.994
Fashion-MNIST,40000,2,5,88,0.0192,0.9942
Fashion-MNIST,40000,2,5,89,0.0205,0.9936
Fashion-MNIST,40000,2,5,90,0.0163,0.9954
Fashion-MNIST,40000,2,5,91,0.0138,0.9955
Fashion-MNIST,40000,2,5,92,0.0201,0.9937
Fashion-MNIST,40000,2,5,93,0.0155,0.9951
Fashion-MNIST,40000,2,5,94,0.0175,0.9947
Fashion-MNIST,40000,2,5,95,0.0165,0.995
Fashion-MNIST,40000,2,5,96,0.0184,0.9943
Fashion-MNIST,40000,2,5,97,0.0171,0.9944
Fashion-MNIST,40000,2,5,98,0.0198,0.9933
Fashion-MNIST,40000,2,5,99,0.0157,0.9949
Fashion-MNIST,40000,2,5,100,0.0191,0.9933
Fashion-MNIST,60000,0,2,1,0.0198,0.9935
Fashion-MNIST,60000,0,2,2,5.36E-04,0.9999
Fashion-MNIST,60000,0,2,3,3.14E-04,0.9999
Fashion-MNIST,60000,0,2,4,2.57E-05,1
Fashion-MNIST,60000,0,2,5,4.19E-06,1
Fashion-MNIST,60000,0,2,6,5.96E-06,1
Fashion-MNIST,60000,0,2,7,4.68E-05,1
Fashion-MNIST,60000,0,2,8,3.40E-06,1
Fashion-MNIST,60000,0,2,9,4.86E-07,1
Fashion-MNIST,60000,0,2,10,3.75E-08,1
Fashion-MNIST,60000,0,2,11,1.80E-07,1
Fashion-MNIST,60000,0,2,12,2.84E-06,1
Fashion-MNIST,60000,0,2,13,7.58E-09,1
